#NAME?	＃名前？
(1) (Japanese) maple	(1) (モミジ)
English is easier than Japanese.	英語は日本語より簡単です。
English is spoken all over the world.	英語は世界中で話されています。
English language	英語
English letter (character)	英字（文字）
English-Japanese (e.g. dictionary)	英日（辞書など）
Enjoy your stay!	ご滞在をお楽しみください。
Enjoy your visit!	ご訪問をお楽しみください。
Europe and America; the West	ヨーロッパとアメリカ。西部
Even if I am free, I can't just sleep every day.	暇でも毎日寝てばかりというわけにはいきません。
Everyone danced a lot.	みんなたくさん踊りました。
Everyone must follow the rules.	誰もがルールに従わなければなりません。
Everything is okay now.	今はすべて大丈夫です。
Excuse me for disturbing (interrupting) you	ご迷惑をおかけして（中断して）ごめんなさい
Excuse me, please help me.	すみません、助けてください。
Excuse me, where is the restroom?	すみません、トイレはどこですか？
Excuse me..; Sorry to interrupt you.	すみません..;邪魔してごめんなさい。
Excuse me; I'm sorry	すみません;ごめんなさい
Excuse me?	すみません？
Exercise keeps you fit.	運動をすると健康状態が保たれます。
Family comes first.	家族が第一です。
February	2月
Feeling tired, she went to bed early.	疲れを感じたので、彼女は早く寝た。
Fire!	火！
Fish	魚
Five friends came for me.	友達5人が迎えに来てくれました。
Follow me!	私に従ってください！
Follow me, it's this way.	ついて来い、こっちだよ。
For here or to go?	ここに行くのか、それとも行くのか？
For me, family comes first.	私にとっては家族が第一です。
Foreign Minister	外務大臣
Four eggs, please.	卵を4個ください。
Four pencils, please.	鉛筆を4本お願いします。
French fries	フライドポテト
Friday	金曜日
Friday (short)	金曜日（短い）
From 9 o'clock.	9時から。
From 9 to 5.	9時から5時まで。
From Monday to Friday.	月曜日から金曜日まで。
Get out of here!	ここから出て行け！
Get well soon.	お早い回復を願っております。
Glad to help.	お役に立ててうれしいです。
Go (board game of capturing territory)	囲碁（陣地取りのボードゲーム）
Go board	碁盤
Go straight ahead.	そのまま直進してください。
Goat	ヤギ
God	神
Golden Week	ゴールデンウイーク
Good afternoon	こんにちは
Good evening	こんばんは。
Good evening!	こんばんは！
Good evening! Table for how many?	こんばんは！何人用のテーブルですか？
Good evening! Welcome to the Grand Hotel. Do you have a reservation?	こんばんは！グランドホテルへようこそ。予約はありますか？
Good evening.	こんばんは。
Good morning	おはようございます
Good morning (polite)	おはようございます（丁寧に）
Good morning!	おはようございます！
Good morning! May I see your passport and boarding pass?	おはよう！パスポートと搭乗券を見せてもらえますか？
Good morning.	おはよう。
Good night	おやすみ
Good night (polite)	おやすみなさい（丁寧な言葉）
Good night!	おやすみ！
Good night.	おやすみ。
Goodbye (for a long time)	さようなら(長い間)
Had she known, she would have attended.	もし彼女が知っていたら、彼女は出席しただろう。
Had they ever visited this city?	彼らはこの街を訪れたことがありますか?
Had you ever been to Japan before?	以前に日本に行ったことがありますか?
Had you finished the report?	レポートはもう終わりましたか？
Happy Diwali!	ハッピーディワリ！
Happy Eid!	ハッピーイード！
Happy New Year!	あけましておめでとう！
Happy New Year.	あけましておめでとう。
Happy birthday!	お誕生日おめでとう！
Has he paid the bill?	彼は請求書を支払いましたか?
Has it been raining here?	ここで雨が降りましたか？
Has she arrived?	彼女は到着しましたか？
Hat	帽子
Have a great flight!	素晴らしいフライトを！
Have a nice day!	良い１日を！
Have we met before?	私たちは前に会ったことがありますか？
Have you already done your homework?	もう宿題は終わりましたか？
Have you already eaten?	もう食べましたか？
Have you been taking your medicine?	薬は服用していますか？
Have you been waiting long?	長い間待っていましたか？
Have you eaten yet?	もう食べましたか？
Have you ever been to Japan?	日本に行ったことがありますか？
Have you ever been to London?	ロンドンに行ったことがありますか？
Have you finished work?	仕事は終わりましたか？
Have you seen my glasses?	私の眼鏡を見ましたか？
Have you seen this movie?	この映画を見たことがありますか？
Have you taken anything for the fever?	熱のために何か服用しましたか？
He acts as if he were the king.	彼はまるで王様であるかのように振る舞います。
He agreed to help us.	彼は私たちを助けることに同意した。
He asked me to help him.	彼は私に助けてくれるように頼んだ。
He asked me where I lived.	彼は私にどこに住んでいるのか尋ねました。
He ate all the food.	彼は食べ物をすべて食べました。
He avoids eating junk food.	彼はジャンクフードを食べるのを避けています。
He bought a new phone.	彼は新しい電話を買った。
He came down the hill.	彼は丘を下りてきた。
He came home late.	彼は遅く帰宅した。
He can run very fast.	彼はとても速く走ることができます。
He can't come to the party.	彼はパーティーに来られません。
He can't come today.	彼は今日は来られません。
He couldn't answer the question.	彼はその質問に答えることができなかった。
He didn't call me back.	彼は私に折り返し電話しなかった。
He didn't come.	彼は来ませんでした。
He didn't eat any vegetables.	彼は野菜を一切食べませんでした。
He didn't say anything.	彼は何も言いませんでした。
He didn't use to like coffee.	彼は元々コーヒーが好きではありませんでした。
He does nothing but play games.	彼はゲームしかしていない。
He doesn't earn much money.	彼はあまりお金を稼いでいません。
He doesn't eat meat.	彼は肉を食べません。
He doesn't have time.	彼には時間がありません。
He doesn't like coffee.	彼はコーヒーが好きではありません。
He doesn't smoke.	彼はタバコを吸いません。
He drinks coffee in the afternoon.	彼は午後にコーヒーを飲みます。
He drove along the river.	彼は川に沿って車で行きました。
He drove to work this morning.	彼は今朝車で仕事に行きました。
He eats a lot of rice.	彼はご飯をたくさん食べます。
He fell off the bike.	彼は自転車から落ちた。
He finished writing the report.	彼は報告書を書き終えた。
He forgot to lock the door.	彼はドアに鍵をかけるのを忘れた。
He had broken his leg before the race.	彼はレース前に足を骨折していた。
He had eaten before I got home.	彼は私が家に着く前に食べていました。
He had lost his wallet before the trip.	彼は旅行前に財布をなくしてしまいました。
He had saved enough money for the trip.	彼は旅行のために十分なお金を貯めていた。
He had to wait an hour.	彼は1時間待たなければならなかった。
He has a car.	彼は車を持っています。
He has a fever today.	彼は今日熱があります。
He has a new job.	彼には新しい仕事があるんです。
He has a red car.	彼は赤い車を持っています。
He has been playing games all day.	彼は一日中ゲームをしています。
He has been saving to buy a car.	彼は車を買うために貯金をしている。
He has been working out a lot.	彼はたくさんの運動をしてきました。
He has gone to the market.	彼は市場に行ってきました。
He has learned to drive.	彼は運転を習いました。
He has never tried sushi.	彼は寿司を食べたことがない。
He has the most courage.	彼は一番勇気がある。
He has three children.	彼には 3 人の子供がいます。
He has to wear a uniform.	彼は制服を着なければなりません。
He has worked here since March.	彼は3月からここで働いています。
He hasn't called me yet.	彼はまだ私に電話をしていません。
He insisted on paying for dinner.	彼は夕食代を支払うと主張した。
He is Indian.	彼はインド人です。
He is a teacher.	彼は教師です。
He is at the station.	彼は駅にいます。
He is going to study abroad.	彼は留学するつもりです。
He is going to work hard this year.	彼は今年一生懸命働くつもりです。
He is more careful than his friend.	彼は友達よりも慎重です。
He is my best friend.	彼は私の親友です。
He is my brother.	彼は私の兄弟です。
He is not studying today.	彼は今日勉強していません。
He is older than me.	彼は私より年上です。
He is sleeping in his room.	彼は自分の部屋で寝ています。
He is smarter than he looks.	彼は見た目より賢いです。
He is supposed to come.	彼は来るはずだ。
He is talking on the phone.	彼は電話で話しています。
